source;target
C2H4;OH
O;HCO+
O;CH3
C2H4+;HCO+
C2H4+;CH3
O+;CO
O+;OH+
HCO;CO
HCO;OH+
O;N2
O;OH+
HN2+;N2
HN2+;OH+
O;SiO+
O;H
SiH+;SiO+
SiH+;H
O+;HCO+
O+;OH
H2CO;HCO+
H2CO;OH
O;SiOH+
O;H
SiH2+;SiOH+
SiH2+;H
O;NO2+
O;H
HNO+;NO2+
HNO+;H
O;SiOH+
O;H2
SiH3+;SiOH+
SiH3+;H2
O;H2SiO+
O;H
SiH3+;H2SiO+
SiH3+;H
O;PO+
O;H
PH+;PO+
PH+;H
O+;H2CO+
O+;H2O
CH3OH;H2CO+
CH3OH;H2O
O+;H3CO+
O+;OH
CH3OH;H3CO+
CH3OH;OH
O;O2
O;OH+
O2H+;O2
O2H+;OH+
O;S+
O;OH
HS+;S+
HS+;OH
O;SO+
O;H
HS+;SO+
HS+;H
O;H3SiO+
O;H2
SiH5+;H3SiO+
SiH5+;H2
O+;HS+
O+;OH
H2S;HS+
H2S;OH
O;HS+
O;OH
H2S+;HS+
H2S+;OH
O+;S+
O+;H2O
H2S;S+
H2S;H2O
O;SO+
O;H2
H2S+;SO+
H2S+;H2
O;HCO+
O;C2H
C3H2+;HCO+
C3H2+;C2H
O;HCO+
O;C2H2
C3H3+;HCO+
C3H3+;C2H2
O;HCO+
O;C2H2
H2C3H+;HCO+
H2C3H+;C2H2
O;HCO+
O;C2H3
CH3CCH+;HCO+
CH3CCH+;C2H3
O;SiO+
O;C
SiC+;SiO+
SiC+;C
O+;NO
O+;C2H3+
CH3CN;NO
CH3CN;C2H3+
O;SiO+
O;N
SiN+;SiO+
SiN+;N
O;SiH
O;HCO+
SiCH2+;SiH
SiCH2+;HCO+
O;H2CO
O;Si+
SiCH2+;H2CO
SiCH2+;Si+
O;P+
O;CO
CP+;P+
CP+;CO
O;PH+
O;CO
HCP+;PH+
HCP+;CO
O+;O2+
O+;CO
CO2;O2+
CO2;CO
O;O2+
O;CO
CO2+;O2+
CO2+;CO
O;S
O;CO+
CS+;S
CS+;CO+
O;O2
O;Si+
SiO+;O2
SiO+;Si+
O;PO+
O;N
PN+;PO+
PN+;N
O;O2
O;HCO+
HCO2+;O2
HCO2+;HCO+
O;S
O;HCO+
HCS+;S
HCS+;HCO+
O;OCS+
O;H
HCS+;OCS+
HCS+;H
O+;O2
O+;NO+
NO2;O2
NO2;NO+
O;S
O;NO+
NS+;S
NS+;NO+
O;O2
O;PH+
HPO+;O2
HPO+;PH+
O;C3
O;HCO+
C4H+;C3
C4H+;HCO+
O;HC3O+
O;CH
C4H2+;HC3O+
C4H2+;CH
O;C3H2+
O;CO
C4H2+;C3H2+
C4H2+;CO
O;SiN+
O;CO
SiNC+;SiN+
SiNC+;CO
O;SiN
O;HCO+
SiNCH+;SiN
SiNCH+;HCO+
O+;CO2
O+;S+
OCS;CO2
OCS;S+
O;C4
O;HCO+
C5H+;C4
C5H+;HCO+
O;C4H
O;HCO+
C5H2+;C4H
C5H2+;HCO+
O;H2CCCC
O;HCO+
C5H3+;H2CCCC
C5H3+;HCO+
O+;SO+
O+;O2
SO2;SO+
SO2;O2
O;C5H
O;HCO+
C6H2+;C5H
C6H2+;HCO+
O;C5H2
O;HCO+
C6H3+;C5H2
C6H3+;HCO+
O;C6
O;HCO+
C7H+;C6
C7H+;HCO+
O;C6H
O;HCO+
C7H2+;C6H
C7H2+;HCO+
O;C6H2
O;HCO+
C7H3+;C6H2
C7H3+;HCO+
O;C7H
O;HCO+
C8H2+;C7H
C8H2+;HCO+
O;C7H2
O;HCO+
C8H3+;C7H2
C8H3+;HCO+
O;C8
O;HCO+
C9H+;C8
C9H+;HCO+
O;C8H
O;HCO+
C9H2+;C8H
C9H2+;HCO+
O;C8H2
O;HCO+
C9H3+;C8H2
C9H3+;HCO+
NH2+;NH3+
NH2+;NH
NH2;NH3+
NH2;NH
NH2;NH3+
NH2;O
OH+;NH3+
OH+;O
NH2+;NH4+
NH2+;NH
NH3;NH4+
NH3;NH
NH2;NH4+
NH2;NH
NH3+;NH4+
NH3+;NH
NH2;NH3+
NH2;CH4
CH5+;NH3+
CH5+;CH4
NH2+;NH3+
NH2+;OH
H2O;NH3+
H2O;OH
NH2+;H3O+
NH2+;NH
H2O;H3O+
H2O;NH
NH2;NH3+
NH2;OH
H2O+;NH3+
H2O+;OH
NH2+;NH4+
NH2+;O
H2O;NH4+
H2O;O
NH2;H2O
NH2;NH3+
H3O+;H2O
H3O+;NH3+
NH2;C2NH+
NH2;H
C2+;C2NH+
C2+;H
NH2+;C2H+
NH2+;NH
C2;C2H+
C2;NH
NH2;CH2CN+
NH2;H
C2H+;CH2CN+
C2H+;H
NH2+;C2H2+
NH2+;NH
C2H;C2H2+
C2H;NH
NH2;C2
NH2;NH3+
C2H+;C2
C2H+;NH3+
NH2+;H2NC+
NH2+;N
CN;H2NC+
CN;N
NH2;C2H
NH2;NH3+
C2H2+;C2H
C2H2+;NH3+
NH2;CH3CN+
NH2;H
C2H2+;CH3CN+
C2H2+;H
NH2+;HCNH+
NH2+;NH
HCN;HCNH+
HCN;NH
NH2+;HCNH+
NH2+;NH
HNC;HCNH+
HNC;NH
NH2;CN
NH2;NH3+
HCN+;CN
HCN+;NH3+
NH2;HCO+
NH2;NH
CO+;HCO+
CO+;NH
NH2;HCN
NH2;NH3+
HCNH+;HCN
HCNH+;NH3+
NH2;HNC
NH2;NH3+
HCNH+;HNC
HCNH+;NH3+
NH2+;H2CO+
NH2+;NH
HCO;H2CO+
HCO;NH
NH2;CO
NH2;NH3+
HCO+;CO
HCO+;NH3+
NH2;N2
NH2;NH3+
HN2+;N2
HN2+;NH3+
NH2+;HCO
NH2+;NH3+
H2CO;HCO
H2CO;NH3+
NH2+;H3CO+
NH2+;NH
H2CO;H3CO+
H2CO;NH
NH2;HCO
NH2;NH3+
H2CO+;HCO
H2CO+;NH3+
NH2;NO
NH2;NH3+
HNO+;NO
HNO+;NH3+
NH2;H2CO
NH2;NH3+
H3CO+;H2CO
H3CO+;NH3+
NH2+;HNO+
NH2+;OH
O2;HNO+
O2;OH
NH2+;H2NO+
NH2+;O
O2;H2NO+
O2;O
NH2+;HS+
NH2+;NH
S;HS+
S;NH
NH2+;HNS+
NH2+;H
S;HNS+
S;H
NH2;O2
NH2;NH3+
O2H+;O2
O2H+;NH3+
NH2+;S
NH2+;NH4+
H2S;S
H2S;NH4+
NH2+;HS+
NH2+;NH3
H2S;HS+
H2S;NH3
NH2+;HS
NH2+;NH3+
H2S;HS
H2S;NH3+
NH2+;H3S+
NH2+;NH
H2S;H3S+
H2S;NH
CH4+;CH5+
CH4+;CH3
CH4;CH5+
CH4;CH3
CH4;CH5+
CH4;O
OH+;CH5+
OH+;O
CH4;H3O+
CH4;CH2
OH+;H3O+
OH+;CH2
CH4+;NH4+
CH4+;CH3
NH3;NH4+
NH3;CH3
CH4;NH4+
CH4;CH3
NH3+;NH4+
NH3+;CH3
CH4+;H3O+
CH4+;CH3
H2O;H3O+
H2O;CH3
CH4;H3O+
CH4;CH3
H2O+;H3O+
H2O+;CH3
CH4;C2H+
CH4;CH3
C2+;C2H+
C2+;CH3
CH4;C2H2+
CH4;CH2
C2+;C2H2+
C2+;CH2
CH4;C3H+
CH4;H2
CH4;H
C2+;C3H+
C2+;H2
C2+;H
CH4;C3H2+
CH4;H2
C2+;C3H2+
C2+;H2
CH4;H2C3H+
CH4;H
C2+;H2C3H+
C2+;H
CH4;C2H2+
CH4;CH3
C2H+;C2H2+
C2H+;CH3
CH4;H2C3H+
CH4;H2
C2H+;H2C3H+
C2H+;H2
CH4;CH3CCH+
CH4;H
C2H+;CH3CCH+
C2H+;H
CH4;CH3CCH+
CH4;H2
C2H2+;CH3CCH+
C2H2+;H2
CH4;C3H5+
CH4;H
C2H2+;C3H5+
C2H2+;H
CH4+;C2H3+
CH4+;CH3
C2H2;C2H3+
C2H2;CH3
CH4+;H2C3H+
CH4+;H2
CH4+;H
C2H2;H2C3H+
C2H2;H2
C2H2;H
CH4;C2H3+
CH4;NH2
HCN+;C2H3+
HCN+;NH2
CH4;HCNH+
CH4;CH3
HCN+;HCNH+
HCN+;CH3
CH4;C3H5+
CH4;H2
C2H3+;C3H5+
C2H3+;H2
CH4;CH3CO+
CH4;H
CO+;CH3CO+
CO+;H
CH4+;HCO+
CH4+;CH3
CO;HCO+
CO;CH3
CH4;HCO+
CH4;CH3
CO+;HCO+
CO+;CH3
CH4;N2
CH4;CH2+
CH4;H2
N2+;N2
N2+;CH2+
N2+;H2
CH4;N2
CH4;CH3+
CH4;H
N2+;N2
N2+;CH3+
N2+;H
CH4+;C2H5+
CH4+;CH3
C2H4;C2H5+
C2H4;CH3
CH4;N2
CH4;CH5+
HN2+;N2
HN2+;CH5+
CH4+;H3CO+
CH4+;CH3
H2CO;H3CO+
H2CO;CH3
CH4;H3CO+
CH4;CH3
H2CO+;H3CO+
H2CO+;CH3
CH4;CH3CHOH+
CH4;H
H2CO+;CH3CHOH+
H2CO+;H
CH4;PCH2+
CH4;H2
P+;PCH2+
P+;H2
CH4;NO
CH4;CH5+
HNO+;NO
HNO+;CH5+
CH4;PCH3+
CH4;H2
PH+;PCH3+
PH+;H2
CH4;PCH4+
CH4;H
PH+;PCH4+
PH+;H
CH4;HCOOH2+
CH4;H
O2+;HCOOH2+
O2+;H
CH4+;CH3OH2+
CH4+;CH3
CH3OH;CH3OH2+
CH3OH;CH3
CH4;HCS+
CH4;H2
CH4;H
S+;HCS+
S+;H2
S+;H
CH4;H3CS+
CH4;H
S+;H3CS+
S+;H
CH4;PCH4+
CH4;H2
PH2+;PCH4+
PH2+;H2
CH4;H3CS+
CH4;H2
HS+;H3CS+
HS+;H2
CH4+;H3S+
CH4+;CH3
H2S;H3S+
H2S;CH3
CH4;C3H+
CH4;CH3
C3+;C3H+
C3+;CH3
CH4;C4H3+
CH4;H
C3+;C4H3+
C3+;H
CH4;C4H2+
CH4;H2
C3+;C4H2+
C3+;H2
CH4;C2H3+
CH4;C2H2
C3H+;C2H3+
C3H+;C2H2
CH4;C4H3+
CH4;H2
C3H+;C4H3+
C3H+;H2
CH4;C3H3+
CH4;CH3
C3H2+;C3H3+
C3H2+;CH3
CH4+;HCO2+
CH4+;CH3
CO2;HCO2+
CO2;CH3
CH4;HCO2+
CH4;CH3
CO2+;HCO2+
CO2+;CH3
CH4;HCS+
CH4;CH3
CS+;HCS+
CS+;CH3
CH4;CO2
CH4;CH5+
HCO2+;CO2
HCO2+;CH5+
CH4;C4H+
CH4;CH3
C4+;C4H+
C4+;CH3
CH4;C5H3+
CH4;H
C4+;C5H3+
C4+;H
CH4;C5H2+
CH4;H2
C4+;C5H2+
C4+;H2
CH4;C3H2+
CH4;C2H2
C4+;C3H2+
C4+;C2H2
CH4;C5H3+
CH4;H2
C4H+;C5H3+
C4H+;H2
CH4;CH3C4H+
CH4;H2
C4H2+;CH3C4H+
C4H2+;H2
CH4;C5H5+
CH4;H
C4H2+;C5H5+
C4H2+;H
CH4;CH3CCH+
CH4;HCN
HC3N+;CH3CCH+
HC3N+;HCN
CH4;C3H5+
CH4;CN
HC3N+;C3H5+
HC3N+;CN
CH4;HC3NH+
CH4;CH3
HC3N+;HC3NH+
HC3N+;CH3
CH4;C5H5+
CH4;H2
C4H3+;C5H5+
C4H3+;H2
CH4;HC3O+
CH4;CH3
C3O+;HC3O+
C3O+;CH3
CH4;C5H+
CH4;CH3
C5+;C5H+
C5+;CH3
CH4;C6H3+
CH4;H
C5+;C6H3+
C5+;H
CH4;C6H2+
CH4;H2
C5+;C6H2+
C5+;H2
CH4;C4H2+
CH4;C2H2
C5+;C4H2+
C5+;C2H2
CH4+;HOCS+
CH4+;CH3
OCS;HOCS+
OCS;CH3
CH4;H2C5N+
CH4;H2
C4N+;H2C5N+
C4N+;H2
CH4;HC3NH+
CH4;C2H2
C4N+;HC3NH+
C4N+;C2H2
CH4;C4H3+
CH4;HCN
C4N+;C4H3+
C4N+;HCN
CH4;C2H3+
CH4;HC3N
C4N+;C2H3+
C4N+;HC3N
CH4;C6H4+
CH4;H2
C5H2+;C6H4+
C5H2+;H2
CH4;C6H5+
CH4;H
C5H2+;C6H5+
C5H2+;H
CH4;C7H3+
CH4;H
C6+;C7H3+
C6+;H
CH4;C7H2+
CH4;H2
C6+;C7H2+
C6+;H2
CH4;C5H2+
CH4;C2H2
C6+;C5H2+
C6+;C2H2
CH4;C7H4+
CH4;H2
C6H2+;C7H4+
C6H2+;H2
CH4;C7H5+
CH4;H
C6H2+;C7H5+
C6H2+;H
CH4;C8H4+
CH4;H2
C7H2+;C8H4+
C7H2+;H2
CH4;C9H4+
CH4;H2
C8H2+;C9H4+
C8H2+;H2
OH+;H2O+
OH+;O
OH;H2O+
OH;O
OH+;NH4+
OH+;O
NH3;NH4+
NH3;O
OH;NH4+
OH;O
NH3+;NH4+
NH3+;O
OH;H2O+
OH;CH4
CH5+;H2O+
CH5+;CH4
OH+;H3O+
OH+;O
H2O;H3O+
H2O;O
OH;H3O+
OH;O
H2O+;H3O+
H2O+;O
OH+;C2H+
OH+;O
C2;C2H+
C2;O
OH+;C2H2+
OH+;O
C2H;C2H2+
C2H;O
OH+;HCN+
OH+;O
CN;HCN+
CN;O
OH;CH2CO+
OH;H
C2H2+;CH2CO+
C2H2+;H
OH+;HCNH+
OH+;O
HCN;HCNH+
HCN;O
OH+;HCNH+
OH+;O
HNC;HCNH+
HNC;O
OH-;CN-
OH-;H2O
HCN;CN-
HCN;H2O
OH;CN
OH;H2O+
HCN+;CN
HCN+;H2O+
OH+;HCO+
OH+;O
CO;HCO+
CO;O
OH;HCO+
OH;O
CO+;HCO+
CO+;O
OH+;HN2+
OH+;O
N2;HN2+
N2;O
OH;SiO+
OH;H
Si+;SiO+
Si+;H
OH+;SiH+
OH+;O
Si;SiH+
Si;O
OH;HCO2+
OH;H
HCO+;HCO2+
HCO+;H
OH+;CO
OH+;H2O+
HCO;CO
HCO;H2O+
OH+;H2CO+
OH+;O
HCO;H2CO+
HCO;O
OH;CO
OH;H2O+
HCO+;CO
HCO+;H2O+
OH;N2
OH;H2O+
HN2+;N2
HN2+;H2O+
OH+;SiH2+
OH+;O
SiH;SiH2+
SiH;O
OH+;HNO+
OH+;O
NO;HNO+
NO;O
OH+;H3CO+
OH+;O
H2CO;H3CO+
H2CO;O
OH+;C2H4
OH+;H3O+
CH3CH3;C2H4
CH3CH3;H3O+
OH+;C2H4+
OH+;OH
OH+;H2
CH3CH3;C2H4+
CH3CH3;OH
CH3CH3;H2
OH+;C2H5+
OH+;O
OH+;H2
CH3CH3;C2H5+
CH3CH3;O
CH3CH3;H2
OH+;C2H7+
OH+;O
CH3CH3;C2H7+
CH3CH3;O
OH;PO+
OH;H
P+;PO+
P+;H
OH;NO
OH;H2O+
HNO+;NO
HNO+;H2O+
OH+;HS+
OH+;O
S;HS+
S;O
OH+;SO+
OH+;H
S;SO+
S;H
OH;SO+
OH;H
S+;SO+
S+;H
OH;O2
OH;H2O+
O2H+;O2
O2H+;H2O+
OH+;H3S+
OH+;O
H2S;H3S+
H2S;O
OH+;HCSi+
OH+;O
SiC;HCSi+
SiC;O
OH+;HCO2+
OH+;O
CO2;HCO2+
CO2;O
OH+;SiOH+
OH+;O
SiO;SiOH+
SiO;O
NH3+;NH4+
NH3+;NH2
NH3;NH4+
NH3;NH2
NH3;NH4+
NH3;CH4
CH5+;NH4+
CH5+;CH4
NH3+;NH4+
NH3+;OH
H2O;NH4+
H2O;OH
NH3;NH4+
NH3;OH
H2O+;NH4+
H2O+;OH
NH3;NH4+
NH3;H2O
H3O+;NH4+
H3O+;H2O
NH3+;C2H2+
NH3+;NH
C2;C2H2+
C2;NH
NH3;C2
NH3;NH4+
C2H+;C2
C2H+;NH4+
NH3;CH2CN+
NH3;H2
C2H+;CH2CN+
C2H+;H2
NH3;C2H
NH3;NH4+
C2H2+;C2H
C2H2+;NH4+
NH3;HCNH+
NH3;NH2
HCN+;HCNH+
HCN+;NH2
NH3;C2H2
NH3;NH4+
C2H3+;C2H2
C2H3+;NH4+
NH3;HCO+
NH3;NH2
CO+;HCO+
CO+;NH2
NH3;HCN
NH3;NH4+
HCNH+;HCN
HCNH+;NH4+
NH3;HNC
NH3;NH4+
HCNH+;HNC
HCNH+;NH4+
NH3;SiNH2+
NH3;H
Si+;SiNH2+
Si+;H
NH3+;CO
NH3+;NH4+
HCO;CO
HCO;NH4+
NH3;CO
NH3;NH4+
HCO+;CO
HCO+;NH4+
NH3;N2
NH3;NH4+
HN2+;N2
HN2+;NH4+
NH3;C2H4
NH3;NH4+
C2H5+;C2H4
C2H5+;NH4+
NH3;Si
NH3;NH4+
SiH+;Si
SiH+;NH4+
NH3+;HCO
NH3+;NH4+
H2CO;HCO
H2CO;NH4+
NH3;HCO
NH3;NH4+
H2CO+;HCO
H2CO+;NH4+
NH3;C2H5
NH3;NH4+
CH3CH3+;C2H5
CH3CH3+;NH4+
NH3;NH4+
NH3;CH3CH3
C2H7+;NH4+
C2H7+;CH3CH3
NH3;PNH2+
NH3;H
P+;PNH2+
P+;H
NH3;NO
NH3;NH4+
HNO+;NO
HNO+;NH4+
NH3;H2CO
NH3;NH4+
H3CO+;H2CO
H3CO+;NH4+
NH3;P
NH3;NH4+
PH+;P
PH+;NH4+
NH3;PNH2+
NH3;H2
PH+;PNH2+
PH+;H2
NH3;PNH3+
NH3;H
PH+;PNH3+
PH+;H
NH3;PH
NH3;NH4+
PH2+;PH
PH2+;NH4+
NH3;PNH3+
NH3;H2
PH2+;PNH3+
PH2+;H2
NH3;O2
NH3;NH4+
O2H+;O2
O2H+;NH4+
NH3;S
NH3;NH4+
HS+;S
HS+;NH4+
NH3;PH2
NH3;NH4+
PH3+;PH2
PH3+;NH4+
NH3+;HS
NH3+;NH4+
H2S;HS
H2S;NH4+
NH3;HS
NH3;NH4+
H2S+;HS
H2S+;NH4+
NH3;H2S
NH3;NH4+
H3S+;H2S
H3S+;NH4+
NH3;H2NC+
NH3;C2H2
C3H+;H2NC+
C3H+;C2H2
NH3;C3
NH3;NH4+
C3H+;C3
C3H+;NH4+
NH3;HCNH+
NH3;HCN
C2N+;HCNH+
C2N+;HCN
NH3;HCNH+
NH3;HCN
CNC+;HCNH+
CNC+;HCN
NH3;NH4+
NH3;C3H2
C3H3+;NH4+
C3H3+;C3H2
NH3;HCNH+
NH3;C2H4
C3H3+;HCNH+
C3H3+;C2H4
NH3;CO2
NH3;NH4+
HCO2+;CO2
HCO2+;NH4+
NH3;CH3OH
NH3;CH2NH2+
CH3CHOH+;CH3OH
CH3CHOH+;CH2NH2+
NH3;CH3CHO
NH3;NH4+
CH3CHOH+;CH3CHO
CH3CHOH+;NH4+
NH3;CS
NH3;NH4+
HCS+;CS
HCS+;NH4+
NH3;NH4+
NH3;SiO
SiOH+;NH4+
SiOH+;SiO
NH3;NH4+
NH3;HCOOH
HCOOH2+;NH4+
HCOOH2+;HCOOH
NH3;HCNH+
NH3;HCl
CCl+;HCNH+
CCl+;HCl
NH3;NH4+
NH3;C2H5OH
C2H5OH2+;NH4+
C2H5OH2+;C2H5OH
NH3;NH4+
NH3;HC3N
HC3NH+;NH4+
HC3NH+;HC3N
NH3;NH4+
NH3;NCCN
NCCNH+;NH4+
NCCNH+;NCCN
NH3;NH4+
NH3;CH2CHCN
H4C3N+;NH4+
H4C3N+;CH2CHCN
NH3;NH4+
NH3;SiS
HSiS+;NH4+
HSiS+;SiS
NH3;SO2
NH3;NH4+
HSO2+;SO2
HSO2+;NH4+
CH5+;H3O+
CH5+;CH4
H2O;H3O+
H2O;CH4
CH5+;C2H+
CH5+;CH4
C2;C2H+
C2;CH4
CH5+;Mg+
CH5+;CH4
CH5+;H
Mg;Mg+
Mg;CH4
Mg;H
CH5+;C2H2+
CH5+;CH4
C2H;C2H2+
C2H;CH4
CH5+;C2H3+
CH5+;CH4
C2H2;C2H3+
C2H2;CH4
CH5+;HCNH+
CH5+;CH4
HCN;HCNH+
HCN;CH4
CH5+;HCNH+
CH5+;CH4
HNC;HCNH+
HNC;CH4
CH5+;HCO+
CH5+;CH4
CO;HCO+
CO;CH4
CH5+;C2H5+
CH5+;CH4
C2H4;C2H5+
C2H4;CH4
CH5+;SiCH3+
CH5+;H2
Si;SiCH3+
Si;H2
CH5+;SiCH4+
CH5+;H
Si;SiCH4+
Si;H
CH5+;H2CO+
CH5+;CH4
HCO;H2CO+
HCO;CH4
CH5+;H3CO+
CH5+;CH4
H2CO;H3CO+
H2CO;CH4
CH5+;C2H7+
CH5+;CH4
CH3CH3;C2H7+
CH3CH3;CH4
CH5+;SiH3+
CH5+;CH4
CH5+;H2
SiH4;SiH3+
SiH4;CH4
SiH4;H2
CH5+;HS+
CH5+;CH4
S;HS+
S;CH4
CH5+;H3S+
CH5+;CH4
H2S;H3S+
H2S;CH4
CH5+;H2Cl+
CH5+;CH4
HCl;H2Cl+
HCl;CH4
CH5+;HCO2+
CH5+;CH4
CO2;HCO2+
CO2;CH4
CH5+;HN2O+
CH5+;CH4
N2O;HN2O+
N2O;CH4
CH5+;HC3NH+
CH5+;CH4
HC3N;HC3NH+
HC3N;CH4
CH5+;C6H7+
CH5+;CH4
C6H6;C6H7+
C6H6;CH4
H2O+;H3O+
H2O+;OH
H2O;H3O+
H2O;OH
H2O+;C2H+
H2O+;OH
C2;C2H+
C2;OH
H2O;C2H+
H2O;OH
C2+;C2H+
C2+;OH
H2O;HC2O+
H2O;H
C2+;HC2O+
C2+;H
H2O+;C2H2+
H2O+;OH
C2H;C2H2+
C2H;OH
H2O;CH2CO+
H2O;H
C2H+;CH2CO+
C2H+;H
H2O;HCN+
H2O;OH
CN+;HCN+
CN+;OH
H2O;H2NC+
H2O;O
CN+;H2NC+
CN+;O
H2O;HCO+
H2O;NH
CN+;HCO+
CN+;NH
H2O;HNCO+
H2O;H
CN+;HNCO+
CN+;H
H2O;C2H
H2O;H3O+
C2H2+;C2H
C2H2+;H3O+
H2O+;HCNH+
H2O+;OH
HCN;HCNH+
HCN;OH
H2O+;HCNH+
H2O+;OH
HNC;HCNH+
HNC;OH
H2O;CN
H2O;H3O+
HCN+;CN
HCN+;H3O+
H2O;C2H2
H2O;H3O+
C2H3+;C2H2
C2H3+;H3O+
H2O+;HCO+
H2O+;OH
CO;HCO+
CO;OH
H2O;HCO+
H2O;OH
CO+;HCO+
CO+;OH
H2O;HN2+
H2O;OH
N2+;HN2+
N2+;OH
H2O;SiOH+
H2O;H
Si+;SiOH+
Si+;H
H2O+;CO
H2O+;H3O+
HCO;CO
HCO;H3O+
H2O+;H2CO+
H2O+;OH
HCO;H2CO+
HCO;OH
H2O;CO
H2O;H3O+
HCO+;CO
HCO+;H3O+
H2O;N2
H2O;H3O+
HN2+;N2
HN2+;H3O+
H2O;C2H4
H2O;H3O+
C2H5+;C2H4
C2H5+;H3O+
H2O;Si
H2O;H3O+
SiH+;Si
SiH+;H3O+
H2O+;H3CO+
H2O+;OH
H2CO;H3CO+
H2CO;OH
H2O;HCO
H2O;H3O+
H2CO+;HCO
H2CO+;H3O+
H2O+;C2H5
H2O+;H3O+
CH3CH3;C2H5
CH3CH3;H3O+
H2O;C2H5
H2O;H3O+
CH3CH3+;C2H5
CH3CH3+;H3O+
H2O+;C2H4+
H2O+;H2O
H2O+;H2
CH3CH3;C2H4+
CH3CH3;H2O
CH3CH3;H2
H2O;PO+
H2O;H2
P+;PO+
P+;H2
H2O;HPO+
H2O;H
P+;HPO+
P+;H
H2O;NO
H2O;H3O+
HNO+;NO
HNO+;H3O+
H2O;H2CO
H2O;H3O+
H3CO+;H2CO
H3CO+;H3O+
H2O;P
H2O;H3O+
PH+;P
PH+;H3O+
H2O;HPO+
H2O;H2
PH+;HPO+
PH+;H2
H2O;H2PO+
H2O;H
PH+;H2PO+
PH+;H
H2O+;HS+
H2O+;OH
S;HS+
S;OH
H2O+;HSO+
H2O+;H
S;HSO+
S;H
H2O;SiH3
H2O;H3O+
SiH4+;SiH3
SiH4+;H3O+
H2O;PH
H2O;H3O+
PH2+;PH
PH2+;H3O+
H2O;H2PO+
H2O;H2
PH2+;H2PO+
PH2+;H2
H2O;O2
H2O;H3O+
O2H+;O2
O2H+;H3O+
H2O;S
H2O;H3O+
HS+;S
HS+;H3O+
H2O;SiH4
H2O;H3O+
SiH5+;SiH4
SiH5+;H3O+
H2O+;HS
H2O+;H3O+
H2S;HS
H2S;H3O+
H2O;HS
H2O;H3O+
H2S+;HS
H2S+;H3O+
H2O+;H3S+
H2O+;OH
H2S;H3S+
H2S;OH
H2O;CO
H2O;C2H3+
C3H+;CO
C3H+;C2H3+
H2O;HCO+
H2O;C2H2
C3H+;HCO+
C3H+;C2H2
H2O;HC3O+
H2O;H2
C3H+;HC3O+
C3H+;H2
H2O;HCl
H2O;H3O+
H2Cl+;HCl
H2Cl+;H3O+
H2O;HCO+
H2O;HCN
C2N+;HCO+
C2N+;HCN
H2O;C2NH+
H2O;OH
C2N+;C2NH+
C2N+;OH
H2O;HCO+
H2O;HCN
CNC+;HCO+
CNC+;HCN
H2O;SiN
H2O;H3O+
HNSi+;SiN
HNSi+;H3O+
H2O;SiCH2
H2O;H3O+
SiCH3+;SiCH2
SiCH3+;H3O+
H2O;HCO2+
H2O;OH
CO2+;HCO2+
CO2+;OH
H2O;HN2O+
H2O;OH
N2O+;HN2O+
N2O+;OH
H2O;CO2
H2O;H3O+
HCO2+;CO2
HCO2+;H3O+
H2O;H3O+
H2O;HCOOH
HCOOH2+;H3O+
HCOOH2+;HCOOH
H2O;PO
H2O;H3O+
HPO+;PO
HPO+;H3O+
H2O;NCCNH+
H2O;OH
C2N2+;NCCNH+
C2N2+;OH
H2O;HC3O+
H2O;OH
C3O+;HC3O+
C3O+;OH
H2O;H3O+
H2O;NCCN
NCCNH+;H3O+
NCCNH+;NCCN
H2O;SiOH+
H2O;H2S
HSiS+;SiOH+
HSiS+;H2S
H2O;H3O+
H2O;OCS
HOCS+;H3O+
HOCS+;OCS
H2O;HC3N
H2O;HCO+
C4N+;HC3N
C4N+;HCO+
H2O;HC3NH+
H2O;CO
C4N+;HC3NH+
C4N+;CO
H2O+;HSO2+
H2O+;OH
SO2;HSO2+
SO2;OH
H2O;SO2
H2O;H3O+
HSO2+;SO2
HSO2+;H3O+
H3O+;Na+
H3O+;H2O
H3O+;H
Na;Na+
Na;H2O
Na;H
H3O+;C2H+
H3O+;H2O
C2;C2H+
C2;H2O
H3O+;HCNH+
H3O+;H2O
HCN;HCNH+
HCN;H2O
H3O+;HCNH+
H3O+;H2O
HNC;HCNH+
HNC;H2O
H3O+;C2H4+
H3O+;H2O
C2H3;C2H4+
C2H3;H2O
H3O+;SiH+
H3O+;H2O
Si;SiH+
Si;H2O
H3O+;CH2NH2+
H3O+;H2O
CH2NH;CH2NH2+
CH2NH;H2O
H3O+;SiH2+
H3O+;H2O
SiH;SiH2+
SiH;H2O
H3O+;H3CO+
H3O+;H2O
H2CO;H3CO+
H2CO;H2O
H3O+;SiH3+
H3O+;H2O
SiH2;SiH3+
SiH2;H2O
H3O+;HPO+
H3O+;H2
P;HPO+
P;H2
H3O+;CH3OH2+
H3O+;H2O
CH3OH;CH3OH2+
CH3OH;H2O
H3O+;H3S+
H3O+;H2O
H2S;H3S+
H2S;H2O
H3O+;C3H+
H3O+;H2O
C3;C3H+
C3;H2O
H3O+;C3H2+
H3O+;H2O
C3H;C3H2+
C3H;H2O
H3O+;C3H3+
H3O+;H2O
C3H2;C3H3+
C3H2;H2O
H3O+;H2C3H+
H3O+;H2O
H2CCC;H2C3H+
H2CCC;H2O
H3O+;CH3CCH+
H3O+;H2O
C3H3;CH3CCH+
C3H3;H2O
